"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"887",10431,8351,1987-08-20,1993-01-15,"83701410","83701410","SCFB","SOUTH CAROLINA FEDERAL CORP",3,3,6020,11,NA,1986-07-31,1993-01-29,2
"1604",10825,8711,2000-04-24,2010-09-30,"83784110","83784110","TSFG","SOUTH FINL GROUP INC",3,3,6022,11,NA,1986-11-28,2010-09-30,2
"40925",86734,16409,1999-02-12,2000-07-31,"83849310","83849310","SJFC","SOUTH JERSEY FINANCIAL CORP INC",3,3,6030,11,NA,1999-02-26,2000-07-31,2
"12088",26614,21637,1970-04-20,2018-06-29,"83851810","83851810","SJI","SOUTH JERSEY INDS INC",1,1,4923,11,NA,1958-09-30,2018-06-29,2
"38571",84389,31896,2014-06-30,2018-06-29,"84044110","84044110","SSB","SOUTH STATE CORP",3,3,6022,11,NA,1997-01-31,2018-06-29,2
"38221",84131,15016,1996-10-03,2007-04-04,"84046810","84046810","SSFC","SOUTH STREET FINANCIAL CORP",3,3,6030,11,NA,1996-10-31,2007-04-30,2
"45960",92315,52783,2007-10-31,2009-11-05,"84055V10","84055V10","STXX","SOUTH TEXAS OIL CO",3,3,1311,11,NA,2007-10-31,2009-11-30,2
"38197",84116,15003,1998-04-15,2001-11-16,"84090110","84090110","SBAN","SOUTHBANC SHARES INC",3,3,6030,11,NA,1996-10-31,2001-11-30,2
"20313",49437,21638,1969-10-28,2000-11-16,"84129710","84129710","SDW","SOUTHDOWN INC",1,1,2061,11,NA,1969-10-31,2000-11-30,2
"44324",90331,45527,2003-11-06,2016-06-16,"84129R10","84129R10","SOCB","SOUTHCOAST FINANCIAL CORP",3,3,6022,11,NA,2003-11-28,2016-06-30,2
"36258",82305,30972,1995-10-05,2004-01-06,"84223310","84223310","SRN","SOUTHERN BANC INC",2,2,6036,11,NA,1995-10-31,2004-01-30,2
"8587",18411,21640,1968-01-02,2018-06-29,"84258710","84258710","SO","SOUTHERN CO",1,1,4911,11,NA,1929-10-31,2018-06-29,2
"38517",84332,15258,1996-12-23,2000-01-14,"84262610","84262610","SCBS","SOUTHERN COMMUNITY BNSHRS INC",3,3,6120,11,NA,1996-12-31,2000-01-31,2
"43457",89278,42548,2002-01-02,2012-10-01,"84263210","84263210","SCMF","SOUTHERN COMMUNITY FINCL CORP",3,3,6022,11,NA,2002-01-31,2012-10-31,2
"44229",90216,45289,2004-06-17,2013-06-21,"84264A10","84264A10","SSE","SOUTHERN CONNECTICUT BANCORP IN",2,2,6021,11,NA,2004-06-30,2013-06-28,2
"36771",82800,31574,2010-02-17,2018-06-29,"84265V10","84265V10","SCCO","SOUTHERN COPPER CORP",1,1,1021,11,NA,1996-01-31,2018-06-29,2
"3288",11700,9521,1987-09-22,1993-03-30,"84279910","84279910","SOED","SOUTHERN EDUCATORS LIFE INS CO",3,3,6310,10,NA,1987-09-30,1993-03-31,2
"32531",79008,12010,1993-03-12,2004-01-15,"84281410","84281410","SEHI","SOUTHERN ENERGY HOMES INC",3,3,2450,11,NA,1993-03-31,2004-01-30,2
"33823",80031,12671,1995-12-01,2004-04-30,"84287010","84287010","SFFB","SOUTHERN FINANCIAL BANCORP INC",3,3,6710,11,NA,1993-12-31,2004-04-30,2
"44348",90358,45559,2007-07-02,2018-06-29,"84287310","84287310","SFST","SOUTHERN FIRST BANCSHARES INC",3,3,6021,11,NA,2004-09-30,2018-06-29,2
"27192",71555,7007,1984-05-01,1999-08-04,"84336720","84336720","SMIN","SOUTHERN MINERAL CORP",3,3,1311,11,NA,1984-05-31,1999-08-31,2
"34378",80478,12994,1994-04-13,2018-06-29,"84338010","84338010","SMBC","SOUTHERN MISSOURI BANCORP INC",3,3,6710,11,NA,1994-04-29,2018-06-29,2
"45467",91622,51457,2006-11-01,2018-06-29,"84339510","84339510","SONA","SOUTHERN NATIONAL BANCORP VA IN",3,3,6022,11,NA,2006-11-30,2018-06-29,2
"22013",55204,21642,1986-07-01,1998-10-26,"84348510","84348510","SNG","SOUTHERN NEW ENGLAND TELECOM",1,1,4811,11,NA,1972-08-31,1998-10-30,2
"37524",83611,31678,1996-06-13,1998-09-30,"84357610","84357610","SFC","SOUTHERN PACIFIC FUNDING CORP",1,1,6162,11,NA,1996-06-28,1998-09-30,2
"33177",79550,29952,1993-08-10,1996-09-11,"84358410","84358410","RSP","SOUTHERN PACIFIC RAIL CORP",1,1,4731,11,NA,1993-08-31,1996-09-30,2
"33534",79800,12573,1997-12-03,1998-12-02,"84369U20","84369U20","SECT","SECTOR COMMUNICATIONS INC",3,3,1040,11,NA,1993-11-30,1998-12-31,2
"27199",71598,4245,1994-10-12,2005-03-16,"84380510","84380510","SSLI","SOUTHERN SECURITY LIFE INS CO",3,3,6310,11,NA,1980-08-29,2005-03-31,2
"3424",11765,9568,1987-10-07,1995-03-27,"84383510","84383510","SSBG","SOUTHERN STARR BROADCASTING GRP",3,3,4830,10,NA,1987-10-30,1995-03-31,2
"29037",76091,26033,1995-03-06,2012-03-26,"84403010","84403010","SUG","SOUTHERN UNION CO NEW",1,1,4923,11,NA,1990-02-28,2012-03-30,2
"35422",81291,30851,1995-02-14,2006-03-27,"84427110","84427110","SZB","SOUTHFIRST BANCSHARES INC",2,2,6022,10,NA,1995-02-28,2006-03-31,2
"33829",80035,12636,1993-12-07,1995-12-05,"84467610","84467610","SHSO","SOUTHSHORE CORP THE",3,3,7990,11,NA,1993-12-31,1995-12-29,2
"32652",79109,12100,1993-04-27,2001-09-28,"84470010","84470010","SBCO","SOUTHSIDE BANCSHARES CORP",3,3,6020,11,NA,1993-04-30,2001-09-28,2
"40311",86091,16107,1998-05-13,2018-06-29,"84470P10","84470P10","SBSI","SOUTHSIDE BANCSHARES INC",3,3,6020,11,NA,1998-05-29,2018-06-29,2
"27213",71686,3987,1981-09-28,2004-10-29,"84473010","84473010","SOTR","SOUTHTRUST CORP",3,3,6710,11,NA,1972-12-29,2004-10-29,2
"23103",58683,4181,1977-06-27,2018-06-29,"84474110","84474110","LUV","SOUTHWEST AIRLINES CO",1,1,4511,11,NA,1972-12-29,2018-06-29,2
"33794",80007,12704,1993-12-17,2017-10-19,"84476710","84476710","OKSB","SOUTHWEST BANCORP INC OKLA",3,3,6790,11,NA,1993-12-31,2017-10-31,2
"31499",77696,11589,1992-06-24,1998-06-30,"84476910","84476910","SWBI","SOUTHWEST BANCSHARES INC DEL",3,3,6030,11,NA,1992-06-30,1998-06-30,2
"37292",83420,14554,1996-04-24,1997-01-20,"84478610","84478610","SWBA","SOUTHWEST BANKS INC",3,3,6710,11,NA,1996-04-30,1997-01-31,2
"44726",90745,46867,2005-06-14,2006-06-09,"84479U10","84479U10","SWCB","SOUTHWEST COMMUNITY BANCORP",3,3,6022,11,NA,2005-06-30,2006-06-30,2
"23990",61188,4342,2017-01-03,2018-06-29,"84489510","84489510","SWX","SOUTHWEST GAS HOLDINGS INC",1,1,4923,11,NA,1972-12-29,2018-06-29,2
"2687",11393,9234,2011-03-30,2011-11-28,"84490920","84490920","SWTX","SOUTHWALL TECHNOLOGIES INC",3,3,3081,11,NA,1987-06-30,2011-11-30,2
"37839",83831,31718,1996-08-30,2018-06-29,"84502A10","84502A10","SGB","SOUTHWEST GEORGIA FINANCIAL COR",2,2,6141,11,NA,1996-08-30,2018-06-29,2
"45688",91970,7678,1985-08-05,1998-12-31,"84518610","84518610","SWPA","SOUTHWEST NATIONAL CORP PA",3,3,6025,11,NA,1985-08-30,1998-12-31,2
"27223",71782,6875,1984-02-27,2010-09-13,"84533110","84533110","SWWC","SOUTHWEST WATER CO",3,3,4941,11,NA,1984-02-29,2010-09-30,2
"27225",71811,4337,1972-12-14,1993-06-30,"84545410","84545410","SWEL","SOUTHWESTERN ELECTRIC SERVICE C",3,3,4911,11,NA,1972-12-29,1993-06-30,2
"24940",63765,4338,1981-12-10,2018-06-29,"84546710","84546710","SWN","SOUTHWESTERN ENERGY CO",1,1,1311,11,NA,1972-12-29,2018-06-29,2
"22603",57197,20952,1994-06-15,1995-09-26,"84560510","84560510","SLC","SOUTHWESTERN LIFE INS CO",2,2,6311,11,NA,1972-12-29,1995-09-29,2
"42982",88647,39176,2000-09-28,2001-06-21,"84560610","84560610","SWLH","SOUTHWESTERN LIFE HOLDINGS INC",3,3,6311,11,NA,2000-09-29,2001-06-29,2
"11518",25283,21646,1968-01-02,1997-08-01,"84574310","84574310","SPS","SOUTHWESTERN PUBLIC SERVICE CO",1,1,4911,11,NA,1954-08-31,1997-08-29,2
"1109",10562,8470,2001-07-10,2009-01-29,"84590510","84590510","SOV","SOVEREIGN BANCORP INC",1,1,6035,11,NA,1986-08-29,2009-01-30,2
"31518",77713,11579,1992-06-29,2002-07-03,"84624710","84624710","SLMD","SPACELABS MEDICAL INC",3,3,3600,11,NA,1992-06-30,2002-07-31,2
"44660",90676,7759,1991-06-27,1999-01-22,"84632910","84632910","SWH","SPAGHETTI WAREHOUSE INC",1,1,5812,11,NA,1985-09-30,1999-01-29,2
"27254",71942,6054,1983-06-08,2017-06-16,"84639610","84639610","SPAN","SPAN AMERICA MEDICAL SYSTEMS IN",3,3,3840,11,NA,1983-06-30,2017-06-30,2
"41712",87342,17295,2011-07-12,2017-01-18,"84642583","84642583","SBSA","SPANISH BROADCASTING SYSTEM INC",3,3,4832,11,"A",1999-10-29,2017-01-31,2
"37291",83419,14565,1996-04-29,2000-04-13,"84649210","84649210","SPLK","SPANLINK COMMUNICATIONS INC",3,3,3660,11,NA,1996-04-30,2000-04-28,2
"45008",91029,50005,2005-12-16,2009-05-06,"84649R10","84649R10","SPSN","SPANSION INC",3,3,3674,11,"A",2005-12-30,2009-05-29,2
"46660",93387,50005,2010-06-23,2015-03-12,"84649R20","84649R20","CODE","SPANSION INC",1,1,3674,11,"A",2010-05-28,2015-03-31,2
"6304",14830,54973,2014-07-29,2018-06-29,"84651110","84651110","SPKE","SPARK ENERCY INC",3,3,4931,11,NA,2014-07-31,2018-06-29,2
"45835",92185,52531,2007-07-09,2017-11-02,"84651P10","84651P10","LOV","SPARK NETWORKS INC",2,2,9999,11,NA,2007-07-31,2017-11-30,2
"6597",15183,55173,2015-01-30,2018-06-29,"84652J10","84652J10","ONCE","SPARK THERAPEUTICS INC",3,3,9999,11,NA,2015-01-30,2018-06-29,2
"33993",80156,12767,1994-01-11,2000-06-01,"84657330","84657330","SPFO","SPARTA FOODS INC",3,3,2050,11,NA,1994-01-31,2000-06-30,2
"34636",80663,13161,1998-05-13,1998-12-01,"84663830","84663830","SPTA","SPARTA PHARMACEUTICALS INC",3,3,2830,11,NA,1994-06-30,1998-12-31,2
"30484",76993,10825,1997-04-15,1998-05-01,"84664888","84664888","SPSG","SPARTA SURGICAL CORP",3,3,3840,11,NA,1991-01-31,1998-05-29,2
"27262",71985,7064,1984-06-19,2018-06-29,"84681910","84681910","SPAR","SPARTAN MOTORS INC",3,3,3711,11,NA,1984-06-29,2018-06-29,2
"42887",88568,38463,2014-05-29,2018-06-29,"84721510","84721510","SPTN","SPARTANNASH CO",3,3,5140,11,NA,2000-08-31,2018-06-29,2
"27270",72005,4227,1994-12-07,2013-03-12,"84722020","84722020","SEH","SPARTECH CORP",1,1,3081,11,NA,1978-12-29,2013-03-28,2
"8152",17523,21648,1968-01-02,2018-06-29,"84723510","84723510","SPA","SPARTON CORP",1,1,3662,11,NA,1929-03-28,2018-06-29,2
"30960",77324,11329,2000-05-24,2007-06-14,"84724810","84724810","HDTV","SPATIALIGHT INC",3,3,6740,11,NA,1992-02-28,2007-06-29,2
"30126",76781,11072,1991-08-07,1998-12-15,"84740910","84740910","SDII","SPECIAL DEVICES INC",3,3,3480,11,NA,1991-08-30,1998-12-31,2
"38737",84564,15359,1997-02-26,2002-04-04,"84741Y10","84741Y10","SMCX","SPECIAL METALS CORP",3,3,3350,11,NA,1997-02-28,2002-04-30,2
"36380",82525,14077,1995-10-25,1999-08-18,"84746110","84746110","SHPI","SPECIALIZED HEALTH PROD INTL IN",3,3,3840,11,NA,1995-10-31,1999-08-31,2
"31040",77376,29445,1992-02-27,2000-01-27,"84748720","84748720","CHM","SPECIALTY CHEMICAL RESOURCES IN",2,2,6794,11,NA,1992-02-28,2000-01-31,2
"38131",84066,15051,1996-10-17,2001-11-14,"84748Q10","84748Q10","CTLG","SPECIALTY CATALOG CORP",3,3,5960,11,NA,1996-10-31,2001-11-30,2
"33838",80039,25914,1998-12-29,2000-11-20,"84749720","84749720","SEC","SPECIALTY EQUIPMENT COS INC",1,1,3585,11,NA,1993-12-31,2000-11-30,2
"43143",88855,41083,2000-12-08,2006-01-30,"84749R10","84749R10","SP","SPECIALTY LABORATORIES INC",1,1,8071,11,NA,2000-12-29,2006-01-31,2
"30825",77227,11168,1993-07-01,1996-11-26,"84751D10","84751D10","SRGC","SPECIALTY RETAIL GROUP",3,3,3840,11,NA,1991-10-31,1996-11-29,2
"44449",90462,45884,2004-11-18,2009-11-13,"84751T30","84751T30","SUAI","SPECIALTY UNDERWRITERS ALL INC",3,3,6331,11,NA,2004-11-30,2009-11-30,2
"45703",91994,7781,1985-10-10,1998-07-29,"84752110","84752110","SPEK","SPECS MUSIC INC",3,3,5732,11,NA,1985-10-31,1998-07-31,2
"45478",91650,51539,2007-01-03,2017-02-24,"84756010","84756010","SE","SPECTRA ENERGY CORP",1,1,4923,11,NA,2007-01-31,2017-02-28,2
"39844",85715,15888,2001-06-18,2002-02-25,"84756810","84756810","SPLI","SPECTRA PHYSICS INC NEW",3,3,3674,11,NA,1997-12-31,2002-02-28,2
"37290",83418,14560,1996-04-26,2007-03-26,"84758010","84758010","SLNK","SPECTRALINK CORP",3,3,3660,11,NA,1996-04-30,2007-03-30,2
"27286",72072,6029,1983-06-02,2000-02-01,"84759810","84759810","SPTR","SPECTRAN CORP",3,3,3229,11,NA,1983-06-30,2000-02-29,2
"32241",78790,26278,1994-05-27,1995-04-28,"84760710","84760710","SVN","SPECTRAVISION INC",2,2,4841,11,"B",1992-12-31,1995-04-28,2
"34847",80843,13241,1994-08-03,2002-12-20,"84760810","84760810","SPCT","SPECTRIAN CORP",3,3,3660,11,NA,1994-08-31,2002-12-31,2
"30888",77271,11291,1992-01-21,2017-08-09,"84760C10","84760C10","SPNC","SPECTRANETICS CORP",3,3,3840,11,NA,1992-01-31,2017-08-31,2
"42479",88234,7300,1996-05-15,1999-03-17,"84760E20","84760E20","SPSI","SPECTRASCIENCE INC",3,3,3840,11,NA,1984-11-30,1999-03-31,2
"41611",87252,16918,1999-09-03,2002-11-25,"84760T10","84760T10","SITE","SPECTRASITE HOLDINGS INC",3,3,4890,11,NA,1999-09-30,2002-11-29,2
"27294",72128,4211,1979-01-09,2011-06-01,"84761510","84761510","SPEC","SPECTRUM CONTROL INC",3,3,3677,11,NA,1979-01-31,2011-06-30,2
"43905",89884,44522,2003-10-03,2005-08-05,"84761M10","84761M10","SSI","SPECTRASITE INC",1,1,4899,11,NA,2003-10-31,2005-08-31,2
"3235",11673,9496,1991-06-12,1995-04-26,"84762310","84762310","SPCL","SPECTRUM INFORMATION TECHS INC",3,3,4810,11,NA,1987-09-30,1995-04-28,2
"39742",85625,32162,2005-05-02,2008-12-19,"84762L10","84762L10","SPC","SPECTRUM BRANDS INC",1,1,3692,11,NA,1997-11-28,2008-12-31,2
"39257",85212,15561,1997-07-01,2003-08-12,"84763510","84763510","SPRX","SPECTRX INC",3,3,3840,11,NA,1997-07-31,2003-08-29,2
"38001",83950,14977,2002-12-11,2018-06-29,"84763A10","84763A10","SPPI","SPECTRUM PHARMACEUTICALS INC",3,3,8730,11,NA,1996-09-30,2018-06-29,2
"46607",93295,32162,2010-06-17,2018-06-29,"84763R10","84763R10","SPB","SPECTRUM BRANDS HOLDINGS INC",1,1,3691,11,NA,2010-03-31,2018-06-29,2
"42888",88569,38464,2000-08-01,2003-08-11,"84764M10","84764M10","SPWX","SPEECHWORKS INTL INC",3,3,8731,11,NA,2000-08-31,2003-08-29,2
"33785",80001,12694,2013-09-12,2016-01-20,"84764T10","84764T10","SPDC","SPEED COMMERCE INC",3,3,5099,11,NA,1993-12-31,2016-01-29,2
"43190",88914,15026,2001-02-05,2002-08-21,"84770310","84770310","SPWC","SPEEDCOM WIRELESS CORP",3,3,3669,11,NA,2001-02-28,2002-08-30,2
"36377",82522,14035,1999-04-07,2002-12-06,"84770510","84770510","SFAM","SPEEDFAM I P E C INC",3,3,3550,11,NA,1995-10-31,2002-12-31,2
"36930",83127,14352,2007-12-03,2010-07-29,"84772320","84772320","SPDE","SPEEDUS CORP",3,3,4841,11,NA,1996-02-29,2010-07-30,2
"35423",81292,30852,1995-02-24,2018-06-29,"84778810","84778810","TRK","SPEEDWAY MOTORSPORTS INC",1,1,7999,11,NA,1995-02-28,2018-06-29,2
"21974",55060,25412,1992-01-24,2003-12-01,"84780510","84780510","SPZN","SPEIZMAN INDUSTRIES INC",3,3,3550,11,NA,1972-07-31,2003-12-31,2
"21464",53364,20430,1992-10-15,1999-06-23,"84780710","84780710","SP","SPELLING ENTERTAINMENT GROUP IN",1,1,2911,11,NA,1971-10-29,1999-06-30,2
"7880",17044,56127,2017-11-02,2018-06-29,"84833T10","84833T10","SPRO","SPERO THERAPEUTICS INC",3,3,9999,11,NA,2017-11-30,2018-06-29,2
"30899",77280,11305,1992-01-23,1994-09-09,"84841810","84841810","SPHX","SPHINX PHARMACEUTICALS CORP",3,3,8730,11,NA,1992-01-31,1994-09-30,2
"8470",18148,682,2016-03-04,2018-06-29,"84842R40","84842R40","SPEX","SPHERIX INC",3,3,8700,11,NA,1972-12-29,2018-06-29,2
"33753",79974,12641,1996-12-02,1999-03-15,"84843210","84843210","SPZE","SPICE ENTERTAINMENT COS INC",3,3,4840,11,NA,1993-12-31,1999-03-31,2
"3413",11760,9565,1987-10-06,2002-05-31,"84845710","84845710","SPGLA","SPIEGEL INC",3,3,5960,11,"A",1987-10-30,2002-05-31,2
"38806",84617,15408,2000-01-18,2002-07-19,"84850610","84850610","SRO","SPIGADORO INC",2,2,3577,11,NA,1997-03-31,2002-07-31,2
"1638",10849,8733,1989-07-21,1994-02-03,"84855F10","84855F10","SPKR","SPINNAKER SOFTWARE CORP",3,3,7370,11,NA,1986-11-28,1994-02-28,2
"41616",87254,17156,2000-07-26,2005-12-13,"84855W10","84855W10","SKE","SPINNAKER EXPLORATION CO",1,1,1311,11,NA,1999-09-30,2005-12-30,2
"27316",72232,6688,1983-12-13,2013-07-03,"84856510","84856510","SPIR","SPIRE CORP",3,3,3674,11,NA,1983-12-30,2013-07-31,2
"45441",91594,51433,2006-11-21,2018-06-29,"84857410","84857410","SPR","SPIRIT AEROSYSTEMS HOLDINGS INC",1,1,3728,11,"A",2006-11-30,2018-06-29,2
"4713",12796,53776,2017-12-28,2018-06-29,"84857710","84857710","SAVE","SPIRIT AIRLINES INC",1,1,4512,11,NA,2011-05-31,2018-06-29,2
"4702",12781,21080,2016-04-29,2018-06-29,"84857L10","84857L10","SR","SPIRE INC",1,1,4924,11,NA,1925-12-31,2018-06-29,2
"8274",17802,56366,2018-05-04,2018-06-29,"84861D10","84861D10","STXB","SPIRIT OF TEXAS BANCSHARES INC",3,3,0,11,NA,2018-05-31,2018-06-29,2
"38220",84130,15023,1996-10-09,2000-10-23,"84862310","84862310","SPLH","SPLASH TECHNOLOGY HOLDINGS INC",3,3,3570,11,NA,1996-10-31,2000-10-31,2
"41530",87187,16694,1999-08-03,2000-03-30,"84863630","84863630","SPLT","SPLITROCK SERVICES INC",3,3,7370,11,NA,1999-08-31,2000-03-31,2
"5098",13379,54064,2012-04-19,2018-06-29,"84863710","84863710","SPLK","SPLUNK INC",3,3,9999,11,NA,2012-04-30,2018-06-29,2
"44452",90464,45886,2014-07-09,2018-06-29,"84863T10","84863T10","SPOK","SPOK HOLDINGS INC",3,3,4812,11,NA,2004-11-30,2018-06-29,2
"40005",85845,8175,1998-02-05,2006-08-30,"84890720","84890720","SGDE","SPORTSMANS GUIDE INC",3,3,5960,11,NA,1998-02-27,2006-08-31,2
"30849",77245,11214,1991-11-20,1994-09-14,"84891410","84891410","SHRO","SPORTS HEROES INC",3,3,5190,11,NA,1991-11-29,1994-09-30,2
"29876",76609,29012,1993-05-28,2001-02-06,"84891510","84891510","GYM","SPORT SUPPLY GROUP INC",1,1,5961,11,NA,1991-04-30,2001-02-28,2
"30485",76994,11039,1991-07-23,1996-08-30,"84891610","84891610","SPTS","SPORTS MEDIA INC",3,3,2740,10,NA,1991-07-31,1996-08-30,2
"14233",32249,6242,1991-09-09,1993-06-17,"84891710","84891710","ODDS","SPORT OF KINGS INC",3,3,6550,10,NA,1983-08-31,1993-06-30,2
"30586",77044,11169,1991-10-28,1994-11-09,"84891810","84891810","SPLE","SPORTS LEISURE INC",3,3,2330,11,NA,1991-10-31,1994-11-30,2
"34961",80950,11734,1994-09-28,1998-01-08,"84892220","84892220","SPMTA","SPORTMART INC",3,3,5990,11,"A",1994-09-30,1998-01-30,2
"31801",77978,11734,1994-09-27,1998-01-08,"84892230","84892230","SPMT","SPORTMART INC",3,3,5990,11,NA,1992-10-30,1998-01-30,2
"34381",80479,12972,2000-12-12,2009-06-05,"84892510","84892510","SPOR","SPORT HALEY INC",3,3,2320,11,NA,1994-04-29,2009-06-30,2
"26503",68495,4235,1998-04-02,2001-11-12,"84892610","84892610","SKK","SPINNAKER INDUSTRIES INC",2,2,3569,11,"A",1980-10-31,2001-11-30,2
"37944",83905,4235,1998-04-02,2001-11-12,"84892620","84892620","SKK","SPINNAKER INDUSTRIES INC",2,2,3569,11,NA,1996-08-30,2001-11-30,2
"35856",81751,13797,1995-06-22,1998-01-30,"84892710","84892710","SPYN","SPINE TECH INC",3,3,3840,11,NA,1995-06-30,1998-01-30,2
"39699",85579,15822,1999-11-22,2004-12-10,"84893410","84893410","SPLN","SPORTSLINE COM INC",3,3,7370,11,NA,1997-11-28,2004-12-31,2
"41992",87566,17679,2000-01-05,2000-08-31,"84893610","84893610","SDCO","SPIROS DEVELOPMENT CORP II INC",3,3,2830,11,NA,2000-01-31,2000-08-31,2
"44884",90909,11811,2005-09-30,2014-08-19,"84916320","84916320","SPCHA","SPORT CHALET INC",3,3,5941,11,"A",2005-09-30,2014-08-29,2
"31944",78082,11811,2005-09-21,2014-08-19,"84916330","84916330","SPCHB","SPORT CHALET INC",3,3,5940,11,"B",1992-11-30,2014-08-29,2
"42568",88283,37662,2008-03-28,2010-08-05,"84916A10","84916A10","RBI","SPORT SUPPLY GROUP INC DE",3,3,5961,11,NA,2000-06-30,2010-08-31,2
"35096",81064,30525,1994-11-18,2003-08-04,"84917610","84917610","TSA","SPORTS AUTHORITY INC",1,1,5941,11,NA,1994-11-30,2003-08-29,2
"35080",81048,30503,2003-06-30,2005-10-27,"84917P10","84917P10","SCY","SPORTS CLUB INC",2,2,7991,11,NA,1994-10-31,2005-10-31,2
"39864",85729,15920,2003-08-05,2006-05-03,"84917U10","84917U10","TSA","SPORTS AUTHORITY INC NEW",1,1,5941,11,NA,1998-01-30,2006-05-31,2
"36796",82816,14278,2001-04-24,2006-01-12,"84918U10","84918U10","SPRI","SPORTS RESORTS INTL INC",3,3,3714,11,NA,1996-01-31,2006-01-31,2
"31282",77529,11481,1992-04-22,1995-07-26,"84919810","84919810","SPTN","SPORTSTOWN INC",3,3,5940,11,NA,1992-04-30,1995-07-31,2
"34663",80700,12992,1994-06-08,1996-06-12,"84919B10","84919B10","SSCI","SPORTS SCIENCES INC",3,3,7370,11,NA,1994-06-30,1996-06-28,2
"46178",92578,52938,2008-02-05,2010-01-15,"84920F10","84920F10","HMR","SPORTS PPTYS ACQUISITION CORP",2,2,6770,11,NA,2008-02-29,2010-01-29,2
"6121",14609,54831,2014-04-17,2018-06-29,"84920Y10","84920Y10","SPWH","SPORTSMANS WAREHOUSE HLDGS INC",3,3,9999,11,NA,2014-04-30,2018-06-29,2
"33995",80157,28252,1996-04-24,1996-11-08,"84941620","84941620","YALE","SPRECKELS INDUSTRIES INC",3,3,2060,11,NA,1994-01-31,1996-11-29,2
"7238",16069,55573,2016-05-06,2018-06-29,"84943110","84943110","SBPH","SPRING BANK PHARMACEUTICALS INC",3,3,9999,11,NA,2016-05-31,2018-06-29,2
"18574",44062,21652,1982-04-21,2001-09-05,"85178310","85178310","SMI","SPRINGS INDUSTRIES INC",1,1,2221,11,NA,1966-12-30,2001-09-28,2
"16768",39087,21833,2005-08-15,2013-07-10,"85206110","85206110","S","SPRINT NEXTEL CORP",1,1,4813,11,NA,1963-04-30,2013-07-31,2
"40681",86414,21833,1998-11-24,2004-04-22,"85206150","85206150","PCS","SPRINT CORP",1,1,4813,11,NA,1998-11-30,2004-04-30,2
"161",10077,8020,1986-04-10,1994-01-10,"85207020","85207020","STRS","SPROUSE REITZ STORES INC",3,3,5390,11,NA,1986-04-30,1994-01-31,2
"5635",14040,54473,2013-07-12,2018-06-29,"85207U10","85207U10","S","SPRINT CORP NEW",1,1,3663,11,NA,2013-07-31,2018-06-29,2
"5689",14102,54513,2013-08-01,2018-06-29,"85208M10","85208M10","SFM","SPROUTS FARMERS MARKET INC",3,3,5411,11,NA,2013-08-30,2018-06-29,2
"35855",81750,13805,1995-06-27,2000-07-24,"85219210","85219210","SPYG","SPYGLASS INC",3,3,7370,11,NA,1995-06-30,2000-07-31,2
"7065",15826,55474,2015-11-19,2018-06-29,"85223410","85223410","SQ","SQUARE INC",1,1,7372,11,"A",2015-11-30,2018-06-29,2
"27322",72291,5520,1982-05-24,1997-01-24,"85223510","85223510","SQAI","SQUARE INDUSTRIES INC",3,3,7523,11,NA,1982-05-28,1997-01-31,2
"6073",14553,54795,2014-03-27,2015-10-06,"85223W10","85223W10","SQBK","SQUARE 1 FINANCIAL INC",3,3,9999,11,"A",2014-03-31,2015-10-30,2
"37468",83559,14681,1996-05-31,2005-11-23,"85227Q10","85227Q10","SSNC","SS & C TECHNOLOGIES INC",3,3,7370,11,NA,1996-05-31,2005-11-30,2
"27327",72304,6144,1992-05-18,2018-06-29,"85231230","85231230","STAA","STAAR SURGICAL CO",3,3,3840,11,NA,1983-07-29,2018-06-29,2
"3608",11868,9778,1996-07-17,1998-03-16,"85232830","85232830","SBUF","STACEYS BUFFET INC",3,3,5810,11,NA,1988-05-31,1998-03-31,2
"6970",15662,55411,2018-01-04,2018-06-29,"85238730","85238730","STAF","STAFFING 360 SOLUTIONS INC",3,3,5812,11,NA,2015-09-30,2018-06-29,2
"38223",84132,15073,1998-04-16,2000-06-01,"85254C10","85254C10","SGE","STAGE STORES INC",1,1,5651,11,NA,1996-10-31,2000-06-30,2
"43464",89289,15073,2006-03-16,2018-06-29,"85254C30","85254C30","SSI","STAGE STORES INC",1,1,5651,11,NA,2002-01-31,2018-06-29,2
"41272",87000,16612,2004-05-12,2018-06-29,"85285720","85285720","STMP","STAMPS COM INC",3,3,5960,11,NA,1999-06-30,2018-06-29,2
"42520",88261,37525,2000-05-09,2000-12-15,"85285P10","85285P10","SLEE","STAN LEE MEDIA INC",3,3,2731,11,NA,2000-05-31,2000-12-29,2
"41012",86809,35035,1999-04-16,2016-03-07,"85289110","85289110","SFG","STANCORP FINANCIAL GROUP INC",1,1,8093,11,NA,1999-04-30,2016-03-31,2
"4389",12362,53545,2018-05-25,2018-06-29,"85303B10","85303B10","STND","STANDARD A V B FINANCIAL CORP",3,3,9999,11,NA,2010-10-29,2018-06-29,2
"39924",85775,34640,1998-01-22,2002-03-19,"85309710","85309710","AJX","STANDARD AUTOMOTIVE CORP",2,2,3715,11,NA,1998-01-30,2002-03-28,2
