"","crsp_fundno","wficn","fundno","cusip8","ticker","fund_name","tna_latest_dt","tna_latest","num_holdings","mgmt_name","et_flag","nav_latest_dt","nav_latest","first_offer_dt","per_com","per_pref","per_conv","per_corp","per_muni","per_govt","per_oth","per_cash","per_bond","per_abs","per_mbs","per_eq_oth","per_fi_oth","open_to_inv","retail_fund","inst_fund","index_fund_flag","dead_flag","delist_cd","crsp_obj_cd","lipper_obj_cd","lipper_obj_name","lipper_class","lipper_class_name","si_obj_cd","wbrger_obj_cd","lipper_asset_cd","country"
"445",35977,501485,83357,"18383M68","MZG","Claymore Exchange-Traded Fund Trust: Claymore/Morningstar Manufacturing Super Sector Index ETF",2009-09-30,2.9,535,"Claymore Advisors LLC","F",2009-09-30,19.62,2007-08-22,98.92,0,0,0,0,0,1.08,0,0,0,0,0,0,"Y","N","Y","D","Y","L","M","S","SPECIALTY/MISCELLANEOUS FUNDS","S","Specialty/Miscellaneous Funds",NA,NA,"EQ","UNITED STATES"
"575",36222,600755,83155,"73936T74","PWD","PowerShares Exchange-Traded Fund Trust II: PowerShares FTSE RAFI Europe Small-Mid Portfolio",2009-03-31,2.9,4,"Invesco Powershares Capital Mgmt LLC","F",2009-03-31,9.6368,2007-09-27,98.62,0,0,0,0,0,1.37,0.01,0,0,0,0,0,"Y","N","Y","D","Y","L","EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ","UNITED STATES"
"910",25672,NA,NA,"74347R56","SDP","ProShares Trust: UltraShort Utilities",2011-09-30,2.9,NA,"ProFunds Group","F",2011-09-30,12.83,2007-01-30,0,0,0,0,0,0,77.81,22.2,0,0,0,0,84.72,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1488",42997,NA,NA,"25459Y35","DPK","Direxion Shares ETF Trust: Direxion Daily MSCI Developed Markets Bear 3X Shares",2018-03-29,2.9,NA,"Rafferty Asset Management LLC","F",2018-03-29,12.3,2008-12-17,0,0,0,0,0,30.27,44.81,24.91,0,0,0,0,0.01,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1722",59291,NA,NA,"23305184","DBAP","DBX ETF Trust: Xtrackers MSCI Asia Pacific ex Japan Hedged Equity ETF",2018-03-29,2.9,NA,"DBX Advisors LLC","F",2018-03-29,28.78,2013-10-01,79.2,0.66,0,0,0,0,11.16,-0.21,0,0,0,9.2,0,"Y","N","Y","D","N",NA,"EFRX","XJ","PACIFIC EX JAPAN FUNDS","XJ","Pacific Ex Japan Funds",NA,NA,"EQ",NA
"1948",62546,NA,NA,"46434G60","EMHZ","iShares, Inc: iShares MSCI Emerging Markets Horizon ETF",2016-06-30,2.9,NA,"BlackRock Fund Advisors",NA,2016-06-30,19.06,2014-10-14,88.62,0.9,0,0,0,0,0.94,0.4,0,0,0,9.14,0,"Y","N","Y","D","Y","L","EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"2180",64888,NA,NA,"23305158","DBES","DBX ETF Trust: Xtrackers MSCI EAFE Small Cap Hedged Equity ETF",2018-03-29,2.9,NA,"DBX Advisors LLC","F",2018-03-29,28.94,2015-08-19,100.51,0.39,0,0,0,0,2.09,-3.25,0,0,0,0.27,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","ISMG","International Small/Mid-Cap Growth",NA,NA,"EQ",NA
"2204",64988,NA,NA,"35168081","OAPH","FQF Trust: O'Shares FTSE Asia Pacific Quality Dividend Hedged ETF",2017-09-29,2.9,NA,"FFCM LLC","F",2017-09-29,29.1063,2015-08-24,79.1,0.63,0,0,0,0,10.81,9.2,0,0,0,0.26,0,"Y","N","Y","B","Y",NA,"EFRP","PC","PACIFIC REGION FUNDS","PC","Pacific Region Funds",NA,NA,"EQ",NA
"2219",65130,NA,NA,"46435G72","HJPX","iShares Trust: iShares Currency Hedged JPX-Nikkei 400 ETF",2018-03-29,2.9,NA,"BlackRock Fund Advisors","F",2018-03-29,29.22,2015-09-29,99.01,0,0,0,0,0,-7,7.99,0,0,0,0,0,"Y","N","Y","B","N",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ",NA
"2271",86129,NA,NA,"46435G68","HEUS","iShares Trust: iShares Currency Hedged MSCI Europe Small-Cap ETF",2018-03-29,2.9,NA,"BlackRock Fund Advisors",NA,2018-03-29,29.27,2015-10-29,97.96,0.65,0,0,0,0,-3.8,4.98,0,0,0,0.21,0,"Y","N","Y","B","N",NA,"EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ",NA
"2316",86688,NA,NA,"97717X28","DDJP","WisdomTree Trust: WisdomTree Dynamic Currency Hedged Japan Equity Fund",2018-03-29,2.9,NA,"WisdomTree Asset Management Inc",NA,2018-03-29,28.6389,2016-01-07,102.37,0,0,0,0,0,84.66,-87.03,0,0,0,0,0,"Y","N","Y","B","N",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ",NA
"2501",54389,NA,NA,"46429B47","EWCS","iShares Trust: iShares MSCI Canada Small-Cap ETF",2015-06-30,2.9,NA,"BlackRock Fund Advisors",NA,2015-06-30,19.25,2012-01-25,92.24,0,0,0,0,0,7.69,0.07,0,0,0,0,0,"Y","N","Y","D","Y","L","EF","IF","INTERNATIONAL FUNDS","ISMG","International Small/Mid-Cap Growth",NA,NA,"EQ",NA
"2829",88439,NA,NA,"26924G86","IMED","ETF Managers Trust: PureFunds ETFx HealthTech ETF",2017-06-30,2.9,NA,"Pure Funds","F",2017-06-30,29.3625,2016-08-30,104.05,0,0,0.02,0,0.05,-4.28,0.16,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFSH","GH","GLOBAL HEALTH/BIOTECHNOLOGY FUNDS","GH","Global Health/Biotechnology Funds",NA,NA,"EQ",NA
"3001",86130,NA,NA,"46428911","HACV","iShares Trust: iShares Edge MSCI Min Vol Global Currency Hedged ETF",2018-03-29,2.9,NA,"BlackRock Fund Advisors",NA,2018-03-29,29.03,2015-10-29,96.88,0,0,0,0,0,0.0900000000000001,1.13,0,0,0,1.88,0,"Y","N","Y","D","N",NA,"EF","GL","GLOBAL FUNDS","GMLC","Global Multi-Cap Core",NA,NA,"EQ",NA
"251",24734,501111,80958,"73935X54","PRFM","PowerShares Exchange-Traded Fund Trust: PowerShares FTSE RAFI Basic Materials Sector Portfolio",2009-03-31,2.8,49,"Invesco Powershares Capital Mgmt LLC","F",2009-03-31,27.51,2006-09-20,99.3,0,0,0,0,0,0,0.7,0,0,0,0,0,"Y","N","Y","D","Y","L","EDSM","BM","BASIC MATERIALS FUNDS","BM","Basic Materials Funds",NA,NA,"EQ","UNITED STATES"
"430",36219,501407,82881,"73936T42","PRY","PowerShares Exchange-Traded Fund Trust II: PowerShares FTSE RAFI International Real Estate Portfolio",2009-03-31,2.8,14,"Invesco Powershares Capital Mgmt LLC","F",2009-03-31,9.3857,2007-12-27,74.72,0,0,0,0,0,25.28,0,0,0,0,0,0,"Y","N","Y","D","Y","L","EFSR","IRE","INTERNATIONAL REAL ESTATE FUNDS","IRE","International Real Estate Funds",NA,NA,"EQ","UNITED STATES"
"576",35811,600756,83157,"18383Q70","CRO","Claymore Exchange-Traded Fund Trust 2: Claymore/Zacks Country Rotation ETF",2010-06-30,2.8,3,"Claymore Advisors LLC","F",2010-06-30,14.03,2007-07-11,96.74,0,0,0,0,0,2.63,0,0,0,0,0.62,0,"Y","N","Y","D","Y","L","EF","IF","INTERNATIONAL FUNDS","ILCC","International Large-Cap Core",NA,NA,"EQ","UNITED STATES"
"664",46120,NA,NA,"06739F17","GBB","iPath Exchange Traded Notes iPath GBP/USD Exchange Rate ETN Medium-Term Notes Series A",2018-03-29,2.8,NA,"Barclays Capital Inc","N",2018-03-29,36.9892,2007-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"OC","CRX","ALTERNATIVE CURRENCY STRATEGIES FUNDS","CRX","Alternative Currency Strategies Funds",NA,NA,"TX",NA
"851",48923,NA,NA,"25459W35","BRIS","Direxion Shares ETF Trust: Direxion Daily BRIC Bear 3X Shares",2012-06-29,2.8,NA,"Rafferty Asset Management LLC","F",2012-06-29,28.11,2010-03-11,0,0,0,0,0,0,-293.98,393.98,0,0,0,0,0,"Y","N","Y","B","Y","L","EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"882",25658,NA,NA,"74347X19","SKK","ProShares Trust: ProShares UltraShort Russell2000 Growth",2013-12-31,2.8,NA,"ProFunds Group","F",2013-12-31,10.54,2007-02-20,0,0,0,0,0,0,-9.81,109.8,0,0,0,0,0,"Y","N","Y","B","Y",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1023",51050,NA,NA,"06740P87","EMLB","iPath Exchange Traded Notes iPath Long Enhanced MSCI Emerging Markets Index ETN",2018-03-29,2.8,NA,"Barclays Capital Inc","N",2018-03-29,143.0441,2010-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"1364",37665,NA,NA,"64118K40","TYI","NETS Trust: NETS TOPIX Index Fund (Japan)",2008-12-31,2.8,NA,"NORTHERN TRUST INVESTMENTS NA","F",2008-12-31,18.66,2008-04-10,98.57,0,0,0,0,0,0.03,1.4,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFRJ","JA","JAPANESE FUNDS","JA","Japanese Funds",NA,NA,"EQ",NA
"1930",62257,NA,NA,"78463X27","QKOR","SPDR Index Shares Funds: SPDR MSCI South Korea StrategicFactors ETF",2016-09-30,2.8,NA,"State Street Bank and Trust Company","F",2016-09-30,27.9227,2014-09-18,93.99,5.82,0,0.01,0,0.01,0,0.16,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFRX","XJ","PACIFIC EX JAPAN FUNDS","XJ","Pacific Ex Japan Funds",NA,NA,"EQ",NA
"2116",64275,NA,NA,"43010173","HHFR","Highland Funds I: Highland HFR Global ETF",2016-03-31,2.8,NA,"Highland Capital Management LP","F",2016-03-31,18.62,2015-06-01,19.79,-0.02,0,36,0,-1.88,0.61,44.87,0,0,0,-1.44,2.09,"Y","N","Y","D","Y","L","M","FX","FLEXIBLE PORTFOLIO FUNDS","FX","Flexible Portfolio Funds",NA,NA,"EQ",NA
"2214",51731,NA,NA,"34416W86","FCL","FocusShares Trust: Focus Morningstar Consumer Cyclical Index ETF",2012-06-29,2.8,NA,"FocusShares LLC","F",2012-06-29,27.6766,2011-03-30,99.82,0,0,0,0,0,0,0.18,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EDSS","CS","CONSUMER SERVICES FUNDS","CS","Consumer Services Funds",NA,NA,"EQ",NA
"2276",86141,NA,NA,"97717X39","HDRW","WisdomTree Trust: WisdomTree Global ex-US Hedged Real Estate Fund",2017-12-29,2.8,NA,"WisdomTree Asset Management Inc",NA,2017-12-29,27.9019,2015-10-29,70.02,0,0,0,0,0,124.8,-95.54,0,0,0,0.73,0,"Y","N","Y","B","Y","L","EFSR","IRE","INTERNATIONAL REAL ESTATE FUNDS","IRE","International Real Estate Funds",NA,NA,"EQ",NA
"2303",86468,NA,NA,"28771120","ELKU","Elkhorn ETF Trust: Elkhorn FTSE RAFI US Equity Income ETF",2016-12-30,2.8,NA,"Elkhorn Investments LLC",NA,2016-12-30,27.7421,2015-12-08,96.68,0,0,0,0,0,3.31,0.02,0,0,0,0,0,"Y","N","Y",NA,"Y","L","EDYI","EI","EQUITY INCOME FUNDS","EIEI","Equity Income Funds",NA,NA,"EQ",NA
"2312",86684,NA,NA,"46435G65","DEFA","iShares Trust: iShares Adaptive Currency Hedged MSCI EAFE ETF",2018-03-29,2.8,NA,"BlackRock Fund Advisors",NA,2018-03-29,28.31,2016-01-05,95.65,0.61,0,0,0,0,-1.13,2.69,0,0,0,2.18,0,"Y","N","Y","B","N",NA,"EF","IF","INTERNATIONAL FUNDS","ILCC","International Large-Cap Core",NA,NA,"EQ",NA
"2313",86685,NA,NA,"46435G66","DEZU","iShares Trust: iShares Adaptive Currency Hedged MSCI Eurozone ETF",2018-03-29,2.8,NA,"BlackRock Fund Advisors",NA,2018-03-29,28.35,2016-01-05,95.82,1.89,0,0,0,0,-2.2,2.45,0,0,0,2.04,0,"Y","N","Y","B","N",NA,"EFRE","EU","EUROPEAN REGION FUNDS","EU","European Region Funds",NA,NA,"EQ",NA
"2319",52548,NA,NA,"26846170","IGEM","EGA Emerging Global Shares Trust: EGShares Industrials GEMS ETF",2013-09-30,2.8,NA,"Emerging Global Shares","F",2013-09-30,18.7199,2011-06-23,79.09,0,0,0,0,0,0,0.46,0,0,0,20.45,0,"N","N","Y","D","Y","L","EDSI","ID","INDUSTRIALS FUNDS","ID","Industrials Funds",NA,NA,"EQ",NA
"2454",53397,NA,NA,"22542D63","IPLT","VelocityShares 2x Inverse Platinum ETN",2013-09-30,2.8,NA,"VelocityShares","N",2013-09-30,47.4525,2011-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","Y","L","EDSC","CMD","COMMODITIES FUNDS","CMS","Commodities Specialty Funds",NA,NA,"EQ",NA
"2572",54655,NA,NA,"73937B69","IDMO","PowerShares Exchange-Traded Fund Trust II: PowerShares S&P International Developed Momentum Portfolio",2018-03-29,2.8,NA,"Invesco Powershares Capital Mgmt LLC","F",2018-03-29,27.8026,2012-02-24,99.53,0.08,0,0,0,0,0,0.13,0,0,0,0.26,0,"Y","N","Y","D","N",NA,"EF","IF","INTERNATIONAL FUNDS","IMLG","International Multi-Cap Growth",NA,NA,"EQ",NA
"2961",90991,NA,NA,"73937B34","SPVM","PowerShares Exchange-Traded Fund Trust II: PowerShares S&P 500 Value with Momentum Portfolio",2018-03-29,2.8,NA,"Invesco Powershares Capital Mgmt LLC",NA,2018-03-29,28.1391,2017-04-06,99.89,0,0,0,0,0.03,0,0.07,0,0,0,0,0.01,"Y","N","Y","D","N",NA,"EDYG","G","GROWTH FUNDS","LCVE","Large-Cap Value Funds",NA,NA,"EQ",NA
"3038",91824,NA,NA,"17325K52","DLBR","VelocityShares Short LIBOR ETN",2018-03-29,2.8,NA,"VelocityShares","N",2018-03-29,18.3942,2017-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","D","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"3192",88438,NA,NA,"26924G85","FINQ","ETF Managers Trust: PureFunds Solactive FinTech ETF",2017-06-30,2.8,NA,"Pure Funds","F",2017-06-30,28.2464,2016-08-30,99.89,0,0,0.01,0,0.04,-0.04,0.11,0,0,0,0,0,"Y","N","Y","D","Y","L","EFST","GTK","GLOBAL SCIENCE/TECHNOLOGY FUNDS","GTK","Global Science/Technology Funds",NA,NA,"EQ",NA
"250",24732,501110,80957,"73935X52","PRFG","PowerShares Exchange-Traded Fund Trust: PowerShares FTSE RAFI Consumer Goods Sector Portfolio",2009-03-31,2.7,105,"Invesco Powershares Capital Mgmt LLC","F",2009-03-31,26.99,2006-09-20,99.38,0,0,0,0,0,0,0.62,0,0,0,0,0,"Y","N","Y","D","Y","L","EDSG","CG","CONSUMER GOODS FUNDS","CG","Consumer Goods Funds",NA,NA,"EQ","UNITED STATES"
"622",43630,601131,88704,"18383Q30","EXB","Claymore Exchange-Traded Fund Trust 2: Claymore/Beacon Global Exchanges, Brokers & Asset Managers Index ETF",2010-06-30,2.7,57,"Claymore Advisors LLC","F",2010-06-30,11.15,2007-06-27,99.24,0,0,0,0,0,0.49,0.27,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFSF","GFS","GLOBAL FINANCIAL SERVICES FUNDS","GFS","Global Financial Services Funds",NA,NA,"EQ","UNITED STATES"
"681",46758,NA,NA,"74347X60","JPX","ProShares Trust: UltraShort MSCI Pacific ex-Japan ProShares",2010-12-31,2.7,NA,"ProFunds Group","F",2010-12-31,10.84,2009-06-16,0,0,0,0,0,0,0.56,99.44,0,0,0,0,0,"Y","N","Y","B","Y",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"735",47640,NA,NA,"38474250","RPQ","Grail Advisors ETF Trust: RP Technology ETF",2010-06-30,2.7,NA,"Grail Advisors LLC","F",2010-06-30,26.61,2009-10-02,94.75,0,0,0,0,0,0,5.25,0,0,0,0,0,"Y","N","Y",NA,"Y","L","EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ",NA
"919",25675,NA,NA,"74348A36","SIJ","ProShares Trust: ProShares UltraShort Industrials",2018-03-29,2.7,NA,"ProFunds Group","F",2018-03-29,16.84,2007-01-30,0,0,0,0,0,0,-10.24,110.24,0,0,0,0,0,"Y","N","Y","B","N",NA,"EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1114",51718,NA,NA,"37950E59","XOIL","Global X Funds: Global X Oil Equities ETF",2011-12-30,2.7,NA,"Global X Management Company LLC","F",2011-12-30,13.41,2011-03-14,99.99,0,0,0,0,0,0.03,-0.02,0,0,0,0,0,"Y","N","Y","B","Y",NA,"EFSN","GNR","GLOBAL NATURAL RESOURCES FUNDS","GNR","Global Natural Resources Funds",NA,NA,"EQ",NA
"1149",51905,NA,NA,"74347X34","TBZ","ProShares Trust: ProShares UltraShort 3-7 Year Treasury",2017-06-30,2.7,NA,"ProFunds Group","F",2017-06-30,26.61,2011-04-04,0,0,0,0,0,0,1.74,98.26,0,0,0,0,0,"Y","N","Y","B","Y",NA,"I","SFI","SPECIALTY FIXED INCOME FUNDS","SFI","Specialty Fixed Income Funds",NA,NA,"TX",NA
"1245",52690,NA,NA,"25459Y81","TOTS","Direxion Shares ETF Trust: Direxion Daily Total Market Bear 1X Shares",2016-06-30,2.7,NA,"Rafferty Asset Management LLC","F",2016-06-30,18.1,2011-06-15,0,0,0,0,0,5.21,93.31,0.32,0,0,0,0,1.15,"Y","N","Y","E","Y","L","EDYS","DSB","DEDICATED SHORT BIAS FUNDS","DSB","Dedicated Short Bias Funds",NA,NA,"EQ",NA
"1263",36829,NA,NA,"74347R26","LTL","ProShares Trust: ProShares Ultra Telecommunications",2018-03-29,2.7,NA,"ProFunds Group","F",2018-03-29,36.25,2008-03-25,87.76,0,0,0,0,0,5.86,6.38,0,0,0,0,0,"Y","N","Y","E","N",NA,"EDYH","DL","EQUITY LEVERAGE FUNDS","DL","Equity Leverage Funds",NA,NA,"EQ",NA
"1269",36848,NA,NA,"03077A30",NA,"Ameristock ETF Trust: Ameristock/Ryan 5 Year Treasury Fund",2008-03-31,2.7,NA,"AMERISTOCK CORPORATION","F",2008-03-31,26.677013,2007-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"Y",NA,"IGD","SIU","SHORT-INTERMEDIATE U.S. GOVERNMENT FUNDS","SIU","Short-Intermediate U.S. Government Funds",NA,NA,"TX",NA
"1270",36849,NA,NA,"03077A40",NA,"Ameristock ETF Trust: Ameristock/Ryan 10 Year Treasury Fund",2008-03-31,2.7,NA,"AMERISTOCK CORPORATION","F",2008-03-31,26.797055,2007-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"Y",NA,"IGDI","IUG","INTERMEDIATE U.S. GOVERNMENT FUNDS","IUG","Intermediate U.S. Government Funds",NA,NA,"TX",NA
"1271",36850,NA,NA,"03077A50",NA,"Ameristock ETF Trust: Ameristock/Ryan 20 Year Treasury Fund",2008-03-31,2.7,NA,"AMERISTOCK CORPORATION","F",2008-03-31,26.925744,2007-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"Y",NA,"IG","GUT","GENERAL U.S. TREASURY FUNDS","GUT","General U.S. Treasury Funds",NA,NA,"TX",NA
"1421",38029,NA,NA,"06739H32","JJU","iPath Exchange Traded Notes Bloomberg Aluminum Subindex Total Return ETN Series A",2018-03-29,2.7,NA,"Barclays Capital Inc","N",2018-03-29,17.1442,2008-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","N",NA,"EDSC","CMD","COMMODITIES FUNDS","CMM","Commodities Base Metals Funds",NA,NA,"EQ",NA
"1587",56630,NA,NA,"78009P19","RGRE","Royal Bank of Scotland NV: RBS Rogers Enhanced Energy Exchange Traded Notes",2015-06-30,2.7,NA,"Royal Bank of Scotland NV","N",2015-06-30,17.1758,2012-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y","B","Y","L","EDSC","CMD","COMMODITIES FUNDS","CME","Commodities Energy Funds",NA,NA,"EQ",NA
"1599",57228,NA,NA,"00162Q76","GSMA","ALPS ETF Trust: ALPS/GS Momentum Builder Multi-Asset Index ETF",2014-06-30,2.7,NA,"ALPS Advisors Inc","F",2014-06-30,26.9677,2012-12-19,54.56,0,0,28.08,0,13.85,2.95,0.56,0,0,0,0.01,0,"Y","N","Y","B","Y",NA,"M","GX","GLOBAL FLEXIBLE PORT FUNDS","GX","Global Flexible Port Funds",NA,NA,"EQ",NA
"1602",43544,NA,NA,"42226E40","HHJ","HealthShares, Inc: HealthShares Emerging Cancer Exchange-Traded Fund",2008-06-30,2.7,NA,"XSHARES ADVISORS LLC","F",2008-06-30,13.733,2007-01-23,97.17,0,0,0,0,0,0,2.83,0,0,0,0,0,"Y","N","Y","D","Y","L","EDSH","H","HEALTH/BIOTECHNOLOGY FUNDS","H","Health/Biotechnology Funds",NA,NA,"EQ",NA
"1838",60827,NA,NA,"97717W48","DXJT","WisdomTree Trust: WisdomTree Japan Hedged Tech, Media and Telecom Fund",2016-12-30,2.7,NA,"WisdomTree Asset Management Inc","F",2016-12-30,26.7889,2014-04-08,95.71,0,0,0,0,0,4.29,0,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EFST","GTK","GLOBAL SCIENCE/TECHNOLOGY FUNDS","GTK","Global Science/Technology Funds",NA,NA,"EQ",NA
"2127",64336,NA,NA,"57061R33","SPUN","Market Vectors ETF Trust: Market Vectors Global Spin-Off ETF",2016-03-31,2.7,NA,"Van Eck Associates Corporation","F",2016-03-31,17.8191,2015-06-09,93.17,0,0,0,0,0,6.83,-0.01,0,0,0,0,0,"Y","N","Y","D","N",NA,"O","AED","ALTERNATIVE EVENT DRIVEN FUNDS","AED","Alternative Event Driven Funds",NA,NA,"EQ",NA
"2146",64545,NA,NA,"28771110","CAPX","Elkhorn ETF Trust: Elkhorn S&P 500 Capital Expenditures Portfolio",2016-12-30,2.7,NA,"Elkhorn Investments LLC","F",2016-12-30,25.8424,2015-05-22,95.13,0,0,0,0,0,4.87,0.03,0,0,0,0,0,"Y","N","Y","D","Y","L","EDCL","SP","S&P 500 INDEX OBJECTIVE FUNDS","SPSP","S&P 500 Index Funds",NA,NA,"EQ",NA
"2261",86121,NA,NA,"30304R70","LARE","FactorShares Trust: Tierra XP Latin America Real Estate ETF",2016-03-31,2.7,NA,"Factor Advisors LLC","F",2016-03-31,27.34,2015-12-02,49.94,0,0,0,0,2.69,32.67,4.69,0,0,0,6.9,3.11,"Y","N","Y","D","N",NA,"EFRL","LT","LATIN AMERICAN FUNDS","LT","Latin American Funds",NA,NA,"EQ",NA
"2345",86947,NA,NA,"30304R84","GAMR","FactorShares Trust: PureFunds Video Game Tech ETF",2016-03-31,2.7,NA,"Pure Funds","F",2016-03-31,26.67,2016-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y","N","Y",NA,"N",NA,"EDST","TK","SCIENCE & TECHNOLOGY FUNDS","TK","Science & Technology Funds",NA,NA,"EQ",NA
"2650",91551,NA,NA,"52468L87","SQLV","Legg Mason ETF Investment Trust: Legg Mason Small-Cap Quality Value ETF",2018-03-29,2.7,NA,"Legg Mason","F",2018-03-29,27.09,2017-07-12,98.88,0,0,0,0,0,0,1.12,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCVE","Small-Cap Value Funds",NA,NA,"EQ",NA
"2704",91955,NA,NA,"73937B28","PBSM","PowerShares Exchange-Traded Fund Trust II: PowerShares PureBeta MSCI USA Small Cap Portfolio",2018-03-29,2.7,NA,"Invesco Powershares Capital Mgmt LLC",NA,2018-03-29,26.6226,2017-09-22,99.76,0,0,0,0,0,0.21,0.04,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCCE","Small-Cap Core Funds",NA,NA,"EQ",NA
"3120",63510,NA,NA,"50076780","KEMP","KraneShares Trust: KraneShares FTSE Emerging Markets Plus ETF",2018-03-29,2.7,NA,"Krane Funds Advisors LLC",NA,2018-03-29,26.96,2015-02-13,72.85,3.17,0,0,0,0,0.45,1.09,0,0,0,22.44,0,"Y","N","Y","B","N",NA,"EFRM","EM","EMERGING MARKETS FUNDS","EM","Emerging Markets Funds",NA,NA,"EQ",NA
"3130",87729,NA,NA,"75623U50","BMLA","Recon Capital Series Trust: Recon BullMark LatAm Select Leaders ETF",2016-12-30,2.7,NA,"Recon Capital Advisors LLC","F",2016-12-30,26.54,2016-05-18,79.85,9.09,0,0,0,0,7.46,0.85,0,0,0,2.76,0,"Y","N","Y","D","Y",NA,"EFRL","LT","LATIN AMERICAN FUNDS","LT","Latin American Funds",NA,NA,"EQ",NA
"3260",90992,NA,NA,"73937B33","XSHQ","PowerShares Exchange-Traded Fund Trust II: PowerShares S&P SmallCap Quality Portfolio",2018-03-29,2.7,NA,"Invesco Powershares Capital Mgmt LLC",NA,2018-03-29,26.7357,2017-04-06,99.97,0,0,0,0,0.01,0,0.02,0,0,0,0,0,"Y","N","Y","D","N",NA,"EDCS","SG","SMALL-CAP FUNDS","SCGE","Small-Cap Growth Funds",NA,NA,"EQ",NA
"3304",87379,NA,NA,"13206187","JUNE","Cambria ETF Trust: Dhandho Junoon ETF",2017-03-31,2.7,NA,"ALPS Advisors Inc","F",2017-03-31,26.7,2016-03-31,99.65,0,0,0,0,0,0,0.05,0,0,0,0.29,0,"Y","N","Y","D","Y","L","O","AED","ALTERNATIVE EVENT DRIVEN FUNDS","AED","Alternative Event Driven Funds",NA,NA,"EQ",NA
"3306",87379,NA,NA,"28622M20","JUNE","Elevation ETF Trust: Dhandho Junoon ETF",2016-12-30,2.7,NA,"ALPS Advisors Inc","F",2016-12-30,26.46,2016-03-31,99.53,0,0,0,0,0,0,0.13,0,0,0,0.33,0,"Y","N","Y","D","Y",NA,"O","AED","ALTERNATIVE EVENT DRIVEN FUNDS","AED","Alternative Event Driven Funds",NA,NA,"EQ",NA
"491",36438,501806,89188,"78467860","SZG","SPA ETF Trust: SPA MarketGrader Large Cap 100 Fund",2008-12-31,2.6,99,"SPA ETF INC","F",2008-12-31,12.8661,2007-10-12,98.59,0,0,0,0,0,1.41,0.37,0,0,0,0,0,"Y","N","Y","D","Y",NA,"EDYG","G","GROWTH FUNDS","LCCE","Large-Cap Core Funds",NA,NA,"EQ","UNITED STATES"
